2883,0
3039,38
3053,39
3068,38
3083,36
3097,35
3112,33
3127,30
3142,28
3156,23
3172,18
3186,13
3202,7
3216,1
3231,-7
3246,-14
3261,-23
3275,-32
3290,-40
3305,-49
3319,-56
3335,-62
3349,-68
3364,-72
3379,-75
3394,-77
3408,-78
3424,-78
3438,-76
3453,-74
3468,-72
3482,-68
3497,-64
3512,-58
3527,-52
3542,-46
3557,-39
3571,-32
3587,-23
3601,-14
3616,-4
3631,6
3646,16
3660,28
3675,38
3690,49
3704,59
3720,68
3734,77
3749,84
3764,91
3779,96
3793,100
3809,104
3823,106
3838,107
3853,108
3867,108
3883,107
3897,105
3912,103
3927,100
3942,97
3956,92
3972,87
3986,81
4001,76
4016,69
4031,61
4045,54
4061,46
4075,37
4090,28
4105,19
4119,8
4134,-3
4149,-14
4164,-25
4178,-36
4194,-47
4208,-57
4224,-68
4238,-78
4253,-86
4268,-93
4283,-99
4297,-105
4312,-109
4327,-113
4341,-115
4357,-117
4371,-119
4386,-118
4401,-118
4416,-117
4430,-116
4446,-113
4460,-110
4475,-107
4490,-103
4505,-99
4519,-94
4534,-87
4549,-82
4563,-75
4579,-68
4593,-61
4609,-52
4623,-44
4638,-35
4653,-26
4668,-16
4682,-5
4698,5
4712,16
4727,26
4742,38
4757,48
4771,58
4787,68
4801,77
4815,85
4831,92
4845,99
4860,104
4875,108
4890,112
4904,115
4920,116
4934,118
4950,119
4964,118
4979,117
4994,116
5009,114
5023,111
5039,108
5053,104
5067,100
5083,94
5097,89
5112,83
5127,77
5142,70
5156,62
5172,54
5186,46
5201,37
5216,28
5231,18
5245,8
5261,-3
5275,-14
5289,-25
5305,-36
5319,-47
5335,-58
5349,-68
5364,-78
5379,-86
5394,-93
5408,-100
5424,-106
5438,-111
5453,-114
5468,-117
5483,-120
5497,-122
5512,-123
5527,-123
5541,-123
5557,-122
5571,-120
5586,-118
5601,-115
5616,-112
5630,-107
5646,-103
5660,-99
5676,-93
5690,-87
5704,-80
5720,-74
5734,-66
5749,-58
5764,-50
5779,-41
5793,-31
5809,-22
5823,-13
5838,-2
5853,9
5868,20
5882,31
5898,41
5912,53
5927,64
5942,74
5957,83
5971,90
5986,97
6001,104
6016,109
6031,113
6045,116
6061,119
6075,121
6090,123
6105,124
6120,124
6134,123
6150,122
6164,120
6179,117
6194,114
6208,110
6223,106
6238,101
6253,96
6267,90
6283,84
6297,77
6312,69
6327,61
6342,53
6356,45
6372,36
6386,26
6402,16
6416,5
6431,-5
6446,-16
6460,-28
6475,-39
6490,-50
6505,-61
6519,-71
6535,-80
6549,-89
6564,-97
6579,-103
6594,-108
6608,-113
6624,-118
6638,-121
6653,-122
6668,-124
6683,-125
6697,-125
6712,-125
6727,-123
6742,-122
6757,-119
6771,-116
6787,-112
6801,-108
6816,-104
6831,-99
6846,-93
6860,-87
6876,-80
6890,-72
6905,-65
6920,-57
6935,-49
6949,-40
6964,-31
6979,-20
6993,-11
7009,0
7023,10
7038,21
7053,33
7068,44
7083,56
7098,66
7112,75
7128,85
7142,92
7157,99
7172,106
7187,111
7201,115
7217,119
7231,122
7245,124
7261,126
7275,126
7290,126
7305,126
7320,125
7334,122
7350,120
7364,117
7379,113
7394,109
7408,105
7424,99
7438,93
7453,87
7468,79
7483,73
7497,65
7513,57
7527,48
7542,39
7557,30
7572,20
7586,9
7602,-1
7616,-12
7631,-23
7646,-34
7660,-45
7675,-57
7690,-66
7705,-77
7719,-85
7735,-92
7749,-99
7764,-104
7779,-110
7794,-113
7809,-116
7824,-119
7838,-121
7854,-122
7868,-122
7882,-122
7898,-121
7912,-119
7927,-116
7942,-114
7957,-110
7971,-106
7987,-101
8001,-96
8016,-90
8031,-84
8046,-77
8060,-70
8076,-63
8090,-55
8105,-46
8120,-37
8134,-28
8150,-19
8164,-9
8179,2
8194,13
8209,23
8223,34
8239,46
8253,56
8268,66
8283,75
8298,83
8312,90
8328,97
8342,102
8357,107
8372,110
8386,114
8401,116
8416,118
8431,119
8445,118
8461,118
8475,117
8491,115
8505,113
8520,110
8535,106
8550,102
8564,98
8579,92
8594,86
8608,80
8624,74
8638,66
8653,58
8668,50
8683,42
8697,33
8713,24
8727,13
8742,3
8757,-7
8771,-18
8786,-29
8801,-41
8816,-52
8830,-63
8846,-73
8860,-83
8876,-91
8890,-98
8895,-98
11781,0
11935,-172
11951,-171
11965,-169
11980,-167
11995,-163
12010,-158
12024,-152
12040,-146
12054,-138
12069,-130
12084,-121
12099,-111
12113,-100
12128,-89
12143,-77
12157,-64
12173,-51
12187,-37
12203,-23
12217,-9
12232,7
12247,22
12262,38
12276,54
12292,70
12306,87
12321,102
12336,117
12350,131
12365,143
12380,153
12395,163
12409,171
12425,178
12439,184
12454,189
12469,193
12484,196
12498,198
12514,199
12528,199
12542,199
12558,198
12572,196
12588,194
12602,191
12617,187
12632,183
12647,177
12661,172
12677,166
12691,158
12705,151
12721,143
12735,135
12750,126
12765,117
12780,107
12794,97
12810,86
12824,76
12839,64
12854,52
12869,39
12883,27
12898,14
12913,1
12928,-13
12943,-27
12957,-41
12973,-54
12987,-66
13002,-77
13017,-86
13032,-95
13046,-101
13061,-108
13076,-114
13090,-117
13106,-122
13120,-124
13135,-126
13150,-127
13165,-127
13179,-126
13195,-124
13209,-123
13223,-121
13239,-117
13253,-114
13268,-110
13283,-105
13298,-99
13313,-93
13328,-86
13342,-80
13358,-72
13372,-65
13387,-55
13402,-47
13417,-37
13431,-28
13447,-17
13461,-7
13475,4
13491,14
13505,27
13520,39
13535,50
13550,63
13564,76
13580,87
13594,100
13609,111
13624,122
13639,132
13654,140
13668,148
13683,156
13698,162
13713,166
13727,171
13743,174
13757,177
13772,178
13787,179
13802,180
13816,180
13832,179
13846,177
13860,175
13876,172
13890,169
13905,165
13920,161
13935,155
13949,149
13965,143
13979,137
13995,130
14009,122
14024,115
14039,107
14053,98
14068,89
14083,78
14098,69
14112,58
14128,48
14142,36
14157,25
14172,13
14187,0
14201,-12
14216,-25
14231,-37
14245,-50
14261,-60
14275,-71
14290,-79
14305,-88
14320,-94
14334,-100
14350,-106
14364,-110
14380,-113
14394,-116
14408,-118
14424,-119
14438,-119
14453,-120
14468,-119
14483,-116
14497,-114
14513,-111
14527,-108
14542,-104
14557,-100
14571,-95
14586,-88
14601,-83
14616,-76
14630,-69
14646,-61
14660,-53
14675,-45
14690,-35
14705,-26
14720,-16
14735,-6
14749,5
14765,16
14779,27
14793,39
14809,51
14823,63
14838,75
14853,88
14868,99
14882,111
14898,122
14912,132
14927,141
14942,149
14957,156
14971,162
14987,167
15001,171
15015,175
15031,178
15045,179
15060,181
15075,181
15090,181
15105,180
15120,179
15134,177
15150,174
15164,172
15179,167
15194,163
15208,159
15223,153
15238,148
15253,141
15267,135
15283,127
15297,119
15312,111
15327,103
15342,94
15356,84
15372,74
15386,64
15401,53
15416,42
15430,31
15446,19
15460,7
15475,-6
15490,-18
15505,-31
15519,-43
15535,-55
15549,-65
15564,-74
15579,-81
15593,-89
15608,-95
15623,-100
15638,-104
15652,-108
15668,-111
15682,-113
15697,-114
15712,-115
15727,-115
15741,-114
15757,-113
15771,-110
15785,-108
15801,-104
15815,-101
15831,-96
15845,-91
15860,-86
15875,-79
15890,-73
15904,-66
15920,-59
15934,-51
15949,-42
15964,-34
15979,-24
15993,-15
16009,-5
16023,6
16037,17
16053,28
16067,40
16082,51
16097,64
16112,76
16126,88
16142,100
16156,111
16172,122
16186,131
16201,141
16216,148
16231,155
16245,161
16260,166
16275,171
16289,173
16305,176
16319,178
16334,179
16349,180
16364,180
16378,180
16394,178
16408,175
16423,173
16438,170
16452,166
16467,162
16482,157
16497,151
16512,145
16527,139
16541,132
16557,125
16571,117
16586,108
16601,101
16616,91
16630,81
16645,71
16660,61
16674,50
16690,40
16704,28
16719,16
16734,3
16749,-9
16763,-22
16779,-34
16793,-46
16808,-58
16823,-68
16837,-77
16852,-85
16867,-92
16882,-98
16897,-104
16912,-108
16926,-110
16942,-113
16956,-115
16971,-116
16986,-117
17001,-116
17015,-115
17030,-113
17045,-111
17059,-108
17075,-104
17089,-101
17104,-96
17119,-91
17134,-84
17148,-79
17164,-72
17178,-65
17193,-57
17208,-48
17222,-40
17238,-31
17252,-21
17267,-11
17282,0
17297,10
17311,21
17327,33
17341,45
17356,57
17371,68
17386,81
17400,93
17416,105
17430,116
17445,126
17460,135
17474,144
17489,151
17504,157
17519,163
17533,168
17549,172
17563,175
17579,177
17593,179
17608,180
17623,181
17638,181
17652,179
17667,178
17682,175
17696,172
17712,169
17726,165
17741,161
17756,155
17771,149
17785,143
17790,143
20677,0
20832,-19
20847,-20
20861,-19
20877,-17
20891,-16
20907,-14
20921,-12
20936,-9
20951,-6
20966,-2
20980,3
20996,8
21010,13
21024,19
21040,25
21054,31
21069,37
21084,43
21099,49
21113,53
21129,57
21143,60
21158,62
21173,64
21187,63
21202,62
21217,59
21232,56
21246,52
21262,47
21276,42
21292,35
21306,28
21321,20
21336,11
21351,1
21365,-8
21380,-19
21395,-30
21409,-40
21425,-51
21439,-60
21454,-69
21469,-77
21484,-83
21498,-88
21514,-92
21528,-96
21543,-98
21558,-98
21572,-99
21587,-99
21602,-97
21617,-95
21632,-91
21647,-87
21661,-83
21677,-79
21691,-73
21706,-66
21721,-59
21735,-52
21750,-43
21765,-35
21780,-26
21794,-16
21810,-6
21824,5
21839,16
21854,26
21869,38
21883,49
21899,61
21913,72
21928,81
21943,90
21957,97
21972,104
21987,110
22002,115
22017,119
22032,121
22046,124
22062,126
22076,126
22091,126
22106,125
22121,124
22135,121
22151,119
22165,116
22179,112
22195,107
22209,102
22224,96
22239,90
22254,83
22268,76
22284,68
22298,60
22313,52
22328,42
22343,33
22358,22
22372,12
22387,1
22402,-10
22417,-21
22431,-34
22447,-45
22461,-56
22476,-67
22491,-76
22506,-84
22520,-92
22536,-99
22550,-104
22565,-109
22580,-112
22594,-115
22609,-117
22624,-119
22639,-120
22653,-120
22669,-119
22683,-118
22699,-116
22713,-112
22728,-110
22743,-106
22757,-101
22772,-96
22787,-91
22802,-85
22816,-78
22832,-71
22846,-64
22861,-56
22876,-47
22891,-38
22905,-29
22921,-18
22935,-9
22950,2
22965,13
22980,24
22994,35
23009,47
23024,58
23038,69
23054,78
23068,88
23084,96
23098,103
23113,109
23128,115
23143,119
23157,122
23173,125
23187,127
23202,128
23217,128
23231,128
23246,128
23261,126
23276,124
23290,121
23306,118
23320,114
23335,110
23350,104
23365,99
23379,92
23395,85
23409,78
23424,71
23439,63
23453,54
23469,45
23483,35
23498,26
23513,15
23528,5
23542,-6
23558,-18
23572,-29
23587,-41
23602,-52
23617,-62
23631,-72
23646,-81
23661,-88
23675,-95
23691,-100
23705,-105
23720,-109
23735,-113
23750,-115
23764,-115
23780,-117
23794,-116
23809,-116
23824,-114
23838,-111
23854,-109
23868,-106
23883,-101
23898,-97
23913,-92
23927,-86
23943,-80
23957,-73
23972,-67
23987,-59
24002,-51
24016,-42
24032,-33
24046,-24
24060,-13
24076,-4
24090,7
24105,18
24120,29
24135,40
