10784,127
10985,129
11186,118
11386,76
11386,76
11788,-98
11988,-170
12189,-219
12391,-254
12592,-275
12792,-285
12993,-287
13194,-279
13394,-263
13596,-237
13797,-214
13998,-194
14198,-167
14399,-136
14601,-99
14601,-99
15203,65
15404,111
15605,135
15806,136
16007,126
16207,103
16408,71
16408,71
16990,-45
17009,-45
30916,143
31117,142
31318,95
31318,95
31719,-77
31920,-123
32120,-97
32120,-97
32723,94
32924,101
32924,101
33326,-97
33527,-154
33728,-126
33929,-72
33929,-72
34532,97
34733,95
34733,95
35336,-141
35536,-192
35737,-182
35938,-142
36139,-97
36139,-97
36742,102
36922,134
