583, 735, 0, 93, 5, 60, 142, 144
531, 627, 0, 93, 15, 60, 142, 142
464, 529, 0, 93, 35, 60, 150, 142
389, 427, 0, 93, 55, 60, 158, 140
284, 539, 0, 93, 55, 60, 158, 148
357, 605, 0, 93, 52, 45, 148, 148
407, 665, 0, 93, 40, 45, 145, 148
457, 721, 0, 93, 37, 35, 137, 148
512, 762, 0, 93, 32, 30, 135, 148
568, 812, 0, 93, 27, 25, 125, 148
623, 862, 0, 93, 18, 15, 115, 148
692, 916, 0, 93, 10, 10, 105, 148
749, 971, 0, 93, 5, 5, 100, 148
798, 1042, 0, 93, 0, 0, 102, 148
836, 1078, 0, 93, 0, 0, 110, 148
803, 1140, 0, 93, 0, 0, 110, 162
720, 1084, 0, 93, 8, 0, 110, 162
656, 1071, 0, 93, 15, 0, 110, 162
656, 1071, 0, 93, 20, 0, 110, 162
569, 1018, 0, 93, 28, 0, 110, 162
501, 980, 0, 93, 35, 0, 110, 162
461, 948, 0, 93, 40, 0, 110, 162
403, 916, 0, 93, 55, 0, 115, 162
339, 883, 0, 93, 60, 0, 120, 162
307, 851, 0, 93, 80, 0, 130, 162
319, 850, 0, 93, 80, 0, 130, 162
244, 820, 0, 93, 85, 0, 130, 162
265, 850, 0, 93, 85, 5, 135, 162
222, 815, 0, 93, 95, 5, 140, 162
172, 773, 0, 93, 90, 25, 150, 162
123, 734, 0, 93, 85, 45, 160, 162
88, 865, 0, 93, 85, 45, 160, 170
123, 882, 0, 93, 85, 30, 150, 170
181, 922, 0, 93, 70, 20, 135, 170
257, 946, 0, 93, 45, 25, 130, 170
339, 980, 0, 93, 35, 25, 130, 170
413, 1007, 0, 93, 25, 25, 125, 170
467, 1040, 0, 93, 15, 25, 125, 170
541, 1077, 0, 93, 15, 15, 115, 170
620, 1099, 0, 93, 10, 10, 110, 170
620, 1099, 0, 93, 5, 0, 100, 170
771, 1160, 0, 93, 0, 0, 97, 170
741, 1233, 0, 93, 0, 0, 97, 180
684, 1225, 0, 93, 3, 0, 97, 180
619, 1196, 0, 93, 8, 0, 97, 180
546, 1183, 0, 93, 15, 5, 105, 180
503, 1161, 0, 93, 15, 10, 110, 180
423, 1156, 0, 93, 20, 15, 115, 180
359, 1134, 0, 93, 25, 20, 120, 180
291, 1134, 0, 93, 35, 20, 125, 180
233, 1106, 0, 93, 50, 20, 130, 180
179, 1090, 0, 93, 50, 25, 135, 180
114, 1078, 0, 93, 50, 35, 140, 180
459, 341, 0, 93, 70, 55, 160, 134
502, 404, 0, 93, 65, 45, 150, 134
546, 491, 0, 93, 55, 35, 140, 134
607, 560, 0, 93, 45, 25, 130, 134
651, 620, 0, 93, 40, 15, 120, 134
687, 689, 0, 93, 25, 20, 120, 134
727, 748, 0, 93, 20, 20, 120, 134
775, 818, 0, 93, 15, 12, 112, 134
820, 876, 0, 93, 10, 8, 108, 134
873, 943, 0, 93, 0, 2, 102, 134
974, 988, 0, 93, 0, 0, 102, 126
917, 924, 0, 93, 5, 0, 102, 126
882, 854, 0, 93, 10, 0, 102, 126
840, 799, 0, 93, 17, 0, 107, 126
816, 754, 0, 93, 25, 0, 107, 126
790, 711, 0, 93, 30, 0, 107, 126
759, 656, 0, 93, 35, 5, 112, 126
758, 607, 0, 93, 40, 5, 112, 126
727, 565, 0, 93, 45, 10, 120, 126
704, 510, 0, 93, 50, 15, 125, 126
682, 451, 0, 93, 50, 23, 130, 126
655, 408, 0, 93, 55, 33, 140, 126
629, 353, 0, 93, 60, 37, 145, 126
593, 276, 0, 93, 80, 40, 155, 126
654, 260, 0, 93, 83, 45, 160, 122
712, 331, 0, 93, 70, 40, 150, 122
757, 395, 0, 93, 65, 20, 135, 122
805, 470, 0, 93, 55, 15, 125, 122
831, 538, 0, 93, 45, 15, 125, 122
867, 611, 0, 93, 30, 15, 115, 122
897, 700, 0, 93, 20, 15, 115, 122
936, 783, 0, 93, 5, 15, 115, 122
976, 853, 0, 93, 5, 5, 105, 122
1002, 923, 0, 93, 0, 0, 105, 122
1095, 953, 0, 93, 0, 0, 110, 110
1061, 883, 0, 93, 5, 0, 110, 110
1052, 797, 0, 93, 10, 5, 110, 110
1045, 740, 0, 93, 15, 5, 110, 110
1036, 679, 0, 93, 20, 10, 110, 110
1022, 610, 0, 93, 25, 10, 115, 110
1007, 554, 0, 93, 35, 15, 120, 110
990, 506, 0, 93, 35, 20, 123, 110
987, 449, 0, 93, 45, 20, 127, 110
974, 389, 0, 93, 50, 20, 130, 110
957, 334, 0, 93, 60, 27, 137, 110
945, 285, 0, 93, 65, 30, 142, 110
923, 217, 0, 93, 80, 42, 157, 110
1023, 225, 0, 93, 80, 42, 157, 105
1046, 309, 0, 93, 55, 37, 140, 105
1063, 412, 0, 93, 45, 30, 135, 105
1081, 454, 0, 93, 40, 20, 125, 105
1090, 542, 0, 93, 30, 20, 120, 105
1086, 622, 0, 93, 15, 25, 120, 105
1110, 699, 0, 93, 15, 15, 115, 105
1113, 767, 0, 93, 10, 5, 105, 105
1118, 853, 0, 93, 3, 5, 105, 105
1132, 926, 0, 93, 0, 0, 105, 105
1181, 908, 0, 93, 0, 0, 105, 97
1174, 847, 0, 93, 5, 0, 105, 97
1180, 759, 0, 93, 10, 5, 105, 97
1176, 704, 0, 93, 13, 10, 113, 97
1178, 661, 0, 93, 18, 13, 113, 97
1177, 606, 0, 93, 25, 13, 117, 97
1169, 547, 0, 93, 35, 10, 117, 97
1178, 494, 0, 93, 40, 13, 122, 97
1174, 434, 0, 93, 50, 13, 127, 97
1174, 384, 0, 93, 55, 17, 130, 97
1164, 330, 0, 93, 60, 20, 133, 97
1184, 266, 0, 93, 60, 30, 140, 97
1170, 199, 0, 93, 80, 40, 155, 97
1248, 217, 0, 93, 80, 40, 155, 92
1264, 292, 0, 93, 65, 30, 143, 90
1250, 385, 0, 93, 57, 18, 130, 90
1248, 472, 0, 93, 45, 15, 125, 90
1244, 556, 0, 93, 30, 15, 118, 90
1246, 619, 0, 93, 25, 15, 118, 90
1238, 688, 0, 93, 15, 10, 105, 90
1240, 756, 0, 93, 10, 5, 105, 90
1220, 864, 0, 93, 5, 0, 105, 90
1212, 928, 0, 93, 0, 0, 105, 90

1267, 920, 0, 93, 0, 0, 105, 85
1266, 864, 0, 93, 5, 0, 105, 85
1282, 797, 0, 93, 13, 0, 105, 85
1309, 664, 0, 93, 20, 10, 112, 85
1327, 611, 0, 93, 28, 10, 118, 85
1334, 564, 0, 93, 33, 13, 122, 85
1338, 512, 0, 93, 43, 13, 123, 85
1348, 451, 0, 93, 43, 22, 128, 85
1353, 410, 0, 93, 43, 27, 133, 85
1358, 380, 0, 93, 48, 30, 137, 85
1376, 327, 0, 93, 53, 35, 142, 85
1372, 269, 0, 93, 65, 35, 147, 85
1367, 269, 0, 93, 70, 35, 147, 85
1399, 189, 0, 93, 80, 50, 160, 85

1475, 190, 0, 93, 88, 45, 160, 80
1456, 304, 0, 93, 75, 30, 145, 80
1438, 396, 0, 93, 50, 30, 135, 80
1404, 497, 0, 93, 40, 20, 125, 80
1384, 577, 0, 93, 30, 15, 115, 80
1374, 664, 0, 93, 20, 15, 115, 80
1345, 746, 0, 93, 10, 15, 115, 80
1334, 817, 0, 93, 10, 5, 115, 80
1319, 895, 0, 93, 0, 0, 105, 80

######### 13.09.2021
572, 1160, 0, 93, 5, 16, 111, 179
621, 1126, 0, 93, 5, 16, 111, 175
626, 1090, 0, 93, 5, 16, 111, 170
639, 1059, 0, 93, 5, 16, 111, 165
657, 1024, 0, 93, 5, 16, 111, 160
659, 969, 0, 93, 5, 16, 111, 155
697, 952, 0, 93, 5, 16, 111, 150
735, 910, 0, 93, 5, 16, 111, 145
761, 876, 0, 93, 5, 16, 111, 140
802, 847, 0, 93, 5, 16, 111, 135
844, 810, 0, 93, 5, 16, 111, 130
878, 793, 0, 93, 5, 16, 111, 125
925, 779, 0, 93, 5, 16, 111, 120
968, 770, 0, 93, 5, 16, 111, 115
1017, 763, 0, 93, 5, 16, 111, 110
1066, 753, 0, 93, 5, 16, 111, 105
1106, 751, 0, 93, 5, 16, 111, 100
